customer_id,segment,priority_score,churn_prob_control,uplift_score,predicted_clv,clv_percentile,is_high_value,is_treatment,churned
C002532,저가치-Lost Causes,0.0,0.001065,0.000329,8175499.271701155,41.7,0,0,0
C002533,고가치-Lost Causes,0.0,0.000727,-0.000164,116525089.0051144,97.9,1,0,0
C002534,신규고객,0.01,0.002711,0.000819,5588688.740869303,29.8,0,0,0
C002535,신규고객,0.01,0.000968,0.000253,16371653.887795605,70.6,0,0,0
C002536,신규고객,0.0,0.000429,-0.000141,3983101.850975445,26.3,0,1,0
C002537,저가치-Lost Causes,0.0,0.000992,-0.000849,4331119.998027924,27.0,0,1,0
C002538,고가치-Sure Things,0.08,0.001287,0.000677,82923112.37579307,91.4,1,0,0
C002539,저가치-Lost Causes,0.0,0.00077,-2.5e-05,9777879.431704905,50.1,0,0,0
C002540,저가치-Lost Causes,0.0,0.013137,-0.003666,17341439.973172314,73.0,0,1,0
C002541,신규고객,0.02,0.002677,0.001776,8087751.912568542,41.2,0,1,0
C002542,저가치-Lost Causes,0.0,0.000464,-0.000721,6602583.275728569,33.2,0,0,0
C002543,고가치-Sure Things,0.03,0.001999,0.000781,23625847.520997036,83.5,1,0,0
C002544,신규고객,0.0,0.998343,0.000207,0.0,11.7,0,1,1
C002545,저가치-Lost Causes,0.05,0.007609,0.004995,7468683.388571325,38.0,0,0,0
C002546,신규고객,0.0,0.003746,-0.01859,8073713.278719194,41.0,0,1,0
C002547,고가치-Sure Things,0.01,0.000728,0.000132,28191844.54828048,88.2,1,0,0
C002548,신규고객,0.0,0.001153,8.9e-05,6889802.943874844,34.8,0,1,0
C002549,고가치-Sure Things,0.01,0.000822,0.000207,21625058.75457573,80.4,1,1,0
C002550,신규고객,0.0,0.997699,-0.000375,0.0,11.7,0,1,1
C002551,저가치-Lost Causes,0.0,0.000452,-0.000652,8933188.449934505,45.7,0,1,0
C002552,저가치-Lost Causes,0.0,0.00076,-0.00014,11650864.179065485,58.5,0,1,0
C002553,저가치-Lost Causes,0.0,0.00093,-0.001418,8421138.98996534,43.0,0,1,0
C002554,고가치-Lost Causes,0.0,0.003539,-0.003966,25108016.8251327,85.4,1,0,0
C002555,저가치-Lost Causes,0.03,0.003539,0.001619,13910919.354605377,65.9,0,1,0
C002556,신규고객,0.0,0.003434,-0.000212,84397541.46221788,91.5,1,1,0
C002557,고가치-Sure Things,0.0,0.000656,7.6e-05,22660286.665954392,82.0,1,0,0
C002558,신규고객,0.0,0.001439,-0.000465,8202381.471412202,41.9,0,1,0
C002559,고가치-Lost Causes,0.0,0.000727,-6.2e-05,85427175.57616532,91.7,1,1,0
C002560,저가치-Lost Causes,0.0,0.980326,0.012584,0.0,11.7,0,1,1
C002561,저가치-Lost Causes,0.0,0.001919,-0.005576,0.0,11.7,0,0,0
C002562,저가치-Lost Causes,0.0,0.000488,-0.000817,0.0,11.7,0,1,0
C002563,저가치-Lost Causes,0.0,0.998091,0.000991,0.0,11.7,0,1,1
C002564,저가치-Lost Causes,0.0,0.000576,-0.000306,8583209.088139988,43.9,0,1,0
C002565,저가치-Lost Causes,0.0,0.000638,-0.000202,8689992.503828056,44.5,0,0,0
C002566,신규고객,0.09,0.001254,0.000631,99898000.15828,94.0,1,0,0
C002567,고가치-Lost Causes,0.0,0.000727,-0.000117,123518871.92196554,99.1,1,1,0
C002568,저가치-Lost Causes,0.0,0.000727,0.000181,14190719.685680738,66.5,0,1,0
C002569,저가치-Lost Causes,0.0,0.001007,-0.005526,18480773.22232898,75.0,0,1,0
C002570,신규고객,0.0,0.001593,-0.003486,91658237.38947225,92.6,1,1,0
C002571,저가치-Lost Causes,0.0,0.000797,-0.000202,14355765.279220698,66.8,0,0,0
C002572,저가치-Lost Causes,0.0,0.000507,-7.4e-05,7479620.499827437,38.0,0,1,0
C002573,저가치-Lost Causes,0.0,0.998025,-0.000206,0.0,11.7,0,1,1
C002574,저가치-Lost Causes,0.0,0.06391,-0.083904,0.0,11.7,0,1,0
C002575,저가치-Lost Causes,0.0,0.000767,-0.000484,9844419.463342365,50.6,0,1,0
C002576,저가치-Lost Causes,0.0,0.027356,-0.185289,0.0,11.7,0,0,0
C002577,저가치-Lost Causes,0.0,0.000615,-0.000128,6150439.064940815,31.3,0,1,0
C002578,저가치-Lost Causes,0.04,0.003423,0.00198,16398844.24813874,70.8,0,0,0
C002579,신규고객,0.0,0.001384,-0.004604,8020667.927185816,40.7,0,0,0
C002580,신규고객,0.0,0.00052,-0.000103,114312914.56940964,97.4,1,1,0
C002581,신규고객,0.0,0.000238,-0.000231,0.0,11.7,0,0,0
C002582,신규고객,0.0,0.000614,-0.000127,116962131.5181894,98.0,1,0,0
C002583,고가치-Sure Things,0.01,0.000936,0.000257,24008239.308535963,84.0,1,1,0
C002584,신규고객,0.0,0.000614,-5.1e-05,125143416.65564956,99.2,1,1,0
C002585,저가치-Lost Causes,0.0,0.001651,-0.006483,4708524.781384239,27.6,0,0,0
C002586,저가치-Lost Causes,0.0,0.00088,-0.000215,7498683.874770334,38.1,0,0,0
C002587,저가치-Lost Causes,0.0,0.000592,2.2e-05,16868008.99358445,71.9,0,0,0
C002588,신규고객,0.16,0.014169,0.012567,9406578.94113299,48.1,0,1,0
C002589,저가치-Lost Causes,0.0,0.000606,-0.00021,8068858.509323274,41.0,0,1,0
C002590,저가치-Lost Causes,0.0,0.014084,-0.41287,0.0,11.7,0,0,0
C002591,저가치-Lost Causes,0.02,0.003933,0.002616,6482750.907424275,32.7,0,1,0
C002592,저가치-Lost Causes,0.01,0.001343,0.000393,11184374.27979245,56.8,0,1,0
C002593,고가치-Sure Things,0.03,0.001324,0.000709,26267401.52782,86.7,1,0,0
C002594,고가치-Sure Things,1.06,0.041709,0.030805,24921452.64842131,85.2,1,0,0
C002595,저가치-Lost Causes,0.0,0.000418,-0.000214,0.0,11.7,0,1,0
C002596,고가치-Lost Causes,0.0,0.000549,-7.4e-05,104790576.76716542,95.3,1,1,0
C002597,저가치-Lost Causes,0.0,0.000725,-0.000631,9806822.197426155,50.4,0,0,0
C002598,저가치-Lost Causes,0.0,0.000688,0.000131,15000670.29533735,68.1,0,1,0
C002599,저가치-Lost Causes,0.01,0.002158,0.001014,7903577.98354528,40.1,0,1,0
C002600,저가치-Lost Causes,0.0,0.000636,-0.001731,11875037.891873864,59.4,0,0,0
C002601,저가치-Lost Causes,0.03,0.002689,0.002108,9636470.69553711,49.5,0,0,0
C002602,저가치-Lost Causes,0.0,0.00425,-0.000263,14071352.97336879,66.3,0,0,0
C002603,신규고객,0.0,0.029723,-0.089257,0.0,11.7,0,0,0
C002604,고가치-Lost Causes,0.0,0.000581,-4.2e-05,119780337.61729434,98.6,1,0,0
C002605,신규고객,0.0,0.017062,-0.006145,12532651.824883709,61.7,0,1,0
C002606,저가치-Lost Causes,0.0,0.000418,-0.000218,3329974.568755876,25.5,0,0,0
C002607,신규고객,0.02,0.0013,0.00073,24352866.066039477,84.4,1,0,0
C002608,저가치-Lost Causes,0.0,0.000624,7.5e-05,13453473.84935216,64.6,0,1,0
C002609,저가치-Lost Causes,0.29,0.030757,0.029348,7227616.108860283,36.6,0,1,0
C002610,신규고객,0.0,0.001218,9.3e-05,9072666.189892562,46.5,0,0,0
C002611,저가치-Lost Causes,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C002612,저가치-Lost Causes,0.0,0.000716,-0.000101,7113239.541294504,36.0,0,0,0
C002613,신규고객,0.0,0.998227,0.000321,0.0,11.7,0,0,1
C002614,저가치-Lost Causes,0.0,0.000391,-0.000634,16669057.812305689,71.3,0,0,0
C002615,저가치-Lost Causes,0.0,0.000711,-0.000342,8538489.935351884,43.6,0,1,0
C002616,신규고객,0.01,0.000952,0.000353,18940491.61679248,75.9,0,0,0
C002617,저가치-Lost Causes,0.0,0.001447,0.000146,12683444.250502488,62.1,0,0,0
C002618,신규고객,0.0,0.000428,-0.000272,0.0,11.7,0,0,0
C002619,신규고객,0.0,0.94836,0.002655,0.0,11.7,0,1,1
C002620,신규고객,0.0,0.01961,-0.089205,4096931.287335441,26.5,0,1,0
C002621,신규고객,0.0,0.000269,-0.000323,0.0,11.7,0,0,0
C002622,신규고객,0.0,0.000667,5.2e-05,25029455.37069545,85.3,1,0,0
C002623,저가치-Lost Causes,0.0,0.000798,0.000203,7966863.619819944,40.4,0,1,0
C002624,신규고객,0.0,0.005891,-0.003398,27798441.26817204,88.0,1,0,0
C002625,저가치-Lost Causes,0.0,0.000699,-0.000307,11531410.332776545,58.1,0,1,0
C002626,저가치-Lost Causes,0.01,0.000944,0.000397,13520752.731648313,64.9,0,0,0
C002627,저가치-Lost Causes,0.0,0.000208,-0.00063,0.0,11.7,0,1,0
C002628,신규고객,0.83,0.030778,0.028641,20874714.593495023,79.3,0,1,0
C002629,고가치-Sure Things,0.0,0.000707,2.8e-05,29221515.81068136,88.7,1,1,0
C002630,신규고객,0.01,0.000727,6.3e-05,90452166.4219821,92.4,1,1,0
C002631,저가치-Lost Causes,0.0,0.00036,-0.000446,9371926.061886948,47.9,0,1,0
C002632,저가치-Lost Causes,0.0,0.000763,0.00014,15450139.52366932,69.1,0,0,0
C002633,저가치-Lost Causes,0.02,0.002109,0.001428,10037997.976876574,51.6,0,1,0
C002634,신규고객,0.0,0.00485,-0.001711,14103999.862129774,66.4,0,0,0
C002635,저가치-Lost Causes,0.0,0.000315,-0.000462,9400113.55246916,48.1,0,1,0
C002636,신규고객,0.0,0.988406,-0.000254,4907030.540467004,28.2,0,0,1
C002637,저가치-Lost Causes,0.01,0.000928,0.000325,20838505.90378452,79.2,0,1,0
C002638,신규고객,0.0,0.000909,-6.1e-05,0.0,11.7,0,1,0
C002639,신규고객,0.02,0.001182,0.000485,23688280.008570515,83.6,1,1,0
C002640,신규고객,0.0,0.998401,0.001394,0.0,11.7,0,1,1
C002641,저가치-Lost Causes,0.0,0.000252,-0.002504,4742344.76699216,27.7,0,0,0
C002642,저가치-Lost Causes,0.0,0.000621,5.4e-05,13015752.697111651,63.2,0,0,0
C002643,저가치-Lost Causes,0.0,0.001378,-0.002387,3153964.890228584,25.3,0,0,0
C002644,저가치-Lost Causes,0.45,0.023082,0.01626,19981402.908164542,77.6,0,1,0
C002645,신규고객,0.0,0.998343,6.3e-05,0.0,11.7,0,0,1
C002646,저가치-Lost Causes,0.0,0.997878,0.000624,0.0,11.7,0,0,1
C002647,신규고객,0.0,0.99824,0.001346,0.0,11.7,0,1,1
C002648,신규고객,0.0,0.00077,-0.000144,17301766.79142614,72.8,0,0,0
C002649,신규고객,0.0,0.001138,0.000135,6581202.767686358,33.2,0,0,0
C002650,신규고객,0.0,0.000422,-0.000148,11812310.83273152,59.0,0,0,0
C002651,저가치-Lost Causes,0.0,0.924373,-0.063077,0.0,11.7,0,1,1
C002652,신규고객,0.01,0.001565,0.000696,6152932.846104713,31.3,0,0,0
C002653,저가치-Lost Causes,0.0,0.000813,-0.001633,2613726.5934885666,24.7,0,1,0
C002654,신규고객,0.05,0.00972,0.005248,6350325.766321829,32.3,0,0,0
C002655,저가치-Lost Causes,0.0,0.000816,0.000249,8307548.864747645,42.4,0,0,0
C002656,신규고객,0.0,0.000661,-0.000195,7623844.071713452,38.8,0,1,0
C002657,저가치-Lost Causes,0.01,0.0012,0.000692,8685865.411562344,44.4,0,1,0
C002658,저가치-Lost Causes,0.0,0.000678,-0.000707,18554659.375418942,75.2,0,0,0
C002659,신규고객,0.0,0.004867,-0.009442,26141283.77829158,86.5,1,1,0
C002660,신규고객,0.0,0.000877,-0.00063,0.0,11.7,0,0,0
C002661,저가치-Lost Causes,0.0,0.005671,-0.190878,10461953.323244534,53.7,0,0,0
C002662,저가치-Lost Causes,0.01,0.00205,0.000988,8433170.541508507,43.1,0,1,0
C002663,신규고객,0.0,0.000767,0.00013,23822424.16697652,83.8,1,0,0
C002664,저가치-Lost Causes,0.0,0.000667,-0.000275,7746849.120519324,39.3,0,1,0
C002665,저가치-Lost Causes,0.0,0.002485,-0.010243,0.0,11.7,0,1,0
C002666,저가치-Lost Causes,0.0,0.000593,-0.005225,0.0,11.7,0,1,0
C002667,고가치-Lost Causes,0.0,0.000614,-7e-05,110001349.71845326,96.4,1,1,0
C002668,저가치-Lost Causes,0.02,0.002575,0.000844,13935878.522335324,66.0,0,0,0
C002669,신규고객,0.0,0.065607,-0.114943,3821752.104874225,26.2,0,0,0
C002670,저가치-Lost Causes,0.0,0.005096,0.000595,6002361.586847993,30.7,0,0,0
C002671,저가치-Lost Causes,0.0,0.000779,-0.003823,9043757.223328955,46.3,0,1,0
C002672,저가치-Lost Causes,0.0,0.000814,-0.002422,9736551.027593035,50.0,0,1,0
C002673,저가치-Lost Causes,0.03,0.003098,0.002252,9249249.817981295,47.4,0,0,0
C002674,저가치-Lost Causes,0.41,0.023712,0.020934,14092701.624591438,66.3,0,0,0
C002675,저가치-Lost Causes,0.0,0.001433,-6.4e-05,4401487.372541999,27.0,0,0,0
C002676,신규고객,0.0,0.997954,0.000554,0.0,11.7,0,1,1
C002677,신규고객,0.0,0.001924,-0.001473,0.0,11.7,0,1,0
C002678,저가치-Lost Causes,0.0,0.001568,-0.00083,0.0,11.7,0,1,0
C002679,저가치-Lost Causes,0.0,0.000504,-0.000374,13288621.27517444,64.1,0,0,0
C002680,신규고객,0.0,0.041016,-0.885243,0.0,11.7,0,0,0
C002681,저가치-Lost Causes,0.0,0.000992,0.000396,6398179.66771454,32.5,0,1,0
C002682,저가치-Lost Causes,0.0,0.00482,-8.6e-05,18633192.834959622,75.3,0,0,0
C002683,저가치-Lost Causes,0.0,0.000684,-0.000107,16225283.654391993,70.4,0,0,0
C002684,고가치-Sure Things,0.01,0.00091,0.000273,27334205.86990684,87.6,1,0,0
C002685,저가치-Lost Causes,0.0,0.002693,-0.000971,0.0,11.7,0,1,0
C002686,저가치-Lost Causes,0.0,0.00117,9.7e-05,20822208.32745731,79.1,0,1,0
C002687,신규고객,0.0,0.998343,0.000207,0.0,11.7,0,0,1
C002688,저가치-Lost Causes,0.0,0.997696,0.000187,11154285.33885336,56.6,0,0,1
C002689,저가치-Lost Causes,0.02,0.003845,0.00169,8900850.052205527,45.5,0,1,0
C002690,신규고객,0.0,0.000525,-4e-06,16940664.832501173,72.0,0,0,0
C002691,저가치-Lost Causes,0.03,0.003835,0.002584,7832816.633297905,39.7,0,1,0
C002692,저가치-Lost Causes,0.0,0.812584,-0.096626,0.0,11.7,0,0,1
C002693,신규고객,0.0,0.000753,-0.000561,0.0,11.7,0,1,0
C002694,신규고객,0.0,0.000829,0.000146,6837906.276678067,34.6,0,1,0
C002695,고가치-Sure Things,0.02,0.001053,0.000417,28411572.36941817,88.3,1,1,0
C002696,저가치-Lost Causes,0.0,0.000855,-0.006445,3188055.226962247,25.4,0,0,0
C002697,신규고객,0.01,0.000727,5.9e-05,101100482.15450998,94.5,1,0,0
C002698,신규고객,0.0,0.000716,-0.000258,3138864.526793746,25.3,0,0,0
C002699,저가치-Lost Causes,0.0,0.00252,-0.017796,11324491.84124782,57.4,0,0,0
C002700,신규고객,0.01,0.000783,0.000248,15612237.261808995,69.5,0,1,0
C002701,저가치-Lost Causes,0.0,0.998343,0.000207,0.0,11.7,0,0,1
C002702,저가치-Lost Causes,0.0,0.004032,-0.004174,12937379.919160267,62.9,0,1,0
C002703,저가치-Lost Causes,0.0,0.001066,-0.006987,0.0,11.7,0,1,0
C002704,저가치-Lost Causes,0.0,0.041818,0.008762,0.0,11.7,0,0,0
C002705,저가치-Lost Causes,0.01,0.001709,0.000929,10692961.476552743,54.9,0,0,0
C002706,저가치-Lost Causes,0.0,0.013201,-0.003809,8164178.25040319,41.7,0,0,0
C002707,신규고객,0.05,0.002331,0.001732,22187506.203975283,81.3,1,1,0
C002708,고가치-Lost Causes,0.0,0.00218,-0.003487,22330108.704502475,81.5,1,1,0
C002709,저가치-Lost Causes,0.0,0.000576,-0.000105,19249023.22579444,76.5,0,0,0
C002710,저가치-Lost Causes,0.0,0.000925,-5.2e-05,7193696.465125647,36.4,0,1,0
C002711,저가치-Lost Causes,0.0,0.990721,-0.004942,21221141.011706367,79.9,0,1,1
C002712,고가치-Sure Things,0.0,0.000716,7.9e-05,24533618.526696976,84.7,1,1,0
C002713,저가치-Lost Causes,0.0,0.476936,-0.514229,12636690.8640395,62.0,0,1,1
C002714,신규고객,0.0,0.023361,-0.108325,9902253.593374876,50.8,0,0,0
C002715,저가치-Lost Causes,0.0,0.000594,-5.1e-05,17070297.551736284,72.3,0,0,0
C002716,신규고객,0.01,0.003241,0.001913,3272091.694534518,25.5,0,1,0
C002717,신규고객,0.0,0.007038,-0.026209,6806583.452177375,34.4,0,1,0
C002718,고가치-Lost Causes,0.0,0.000592,-7.3e-05,107694287.85335976,95.8,1,0,0
C002719,저가치-Lost Causes,0.0,0.00342,-0.0085,0.0,11.7,0,0,0
C002720,저가치-Lost Causes,0.0,0.000813,0.000201,0.0,11.7,0,0,0
C002721,저가치-Lost Causes,0.0,0.99865,0.000213,0.0,11.7,0,0,1
C002722,저가치-Lost Causes,0.0,0.997521,-0.0005,0.0,11.7,0,1,1
C002723,신규고객,0.0,0.000511,-0.000349,6527022.889619082,32.9,0,1,0
C002724,저가치-Lost Causes,0.0,0.000453,-0.000521,21216903.6824122,79.9,0,0,0
C002725,신규고객,0.0,0.99865,0.000213,0.0,11.7,0,0,1
C002726,신규고객,0.0,0.016723,0.004708,0.0,11.7,0,0,0
C002727,고가치-Sure Things,0.01,0.001063,0.000438,21866856.346648566,80.8,1,0,0
C002728,저가치-Lost Causes,0.05,0.006839,0.004172,9108887.427743427,46.7,0,1,0
C002729,저가치-Lost Causes,0.0,0.9977,-0.000271,0.0,11.7,0,1,1
C002730,고가치-Lost Causes,0.0,0.000614,-9e-06,94178151.25527084,93.1,1,1,0
C002731,고가치-Sure Things,0.01,0.000919,0.000196,35017137.308529034,90.2,1,0,0
C002732,저가치-Lost Causes,0.0,0.000767,0.000138,15172967.367474943,68.5,0,0,0
C002733,저가치-Lost Causes,0.0,0.000598,-0.000523,8079285.418318845,41.1,0,1,0
C002734,저가치-Lost Causes,0.01,0.000935,0.000336,20000448.40433433,77.6,0,1,0
C002735,신규고객,0.01,0.002681,0.001446,6523550.903737617,32.9,0,1,0
C002736,고가치-Sure Things,0.0,0.000643,6e-06,28022267.536015064,88.1,1,0,0
C002737,저가치-Lost Causes,0.0,0.000511,-7.2e-05,7437058.326821569,37.8,0,1,0
C002738,저가치-Lost Causes,0.0,0.996893,-0.0007,0.0,11.7,0,1,1
C002739,저가치-Lost Causes,0.0,0.007072,-0.013474,4885776.061374029,28.2,0,1,0
C002740,고가치-Sure Things,0.01,0.000727,6.3e-05,91659428.56387743,92.7,1,1,0
C002741,신규고객,0.0,0.000234,-0.000514,0.0,11.7,0,1,0
C002742,고가치-Persuadables,17.7,0.525463,0.524893,24399066.040511586,84.5,1,0,1
C002743,저가치-Lost Causes,0.0,0.000945,-0.000711,0.0,11.7,0,1,0
C002744,신규고객,0.0,0.000674,-0.00102,13127312.211665442,63.5,0,1,0
C002745,저가치-Lost Causes,0.0,0.000349,-0.000373,0.0,11.7,0,0,0
C002746,저가치-Lost Causes,0.0,0.000768,-0.00183,15173421.760564676,68.5,0,0,0
C002747,고가치-Sure Things,0.06,0.003096,0.001759,24545137.311194967,84.8,1,1,0
C002748,신규고객,0.0,0.118697,-0.611565,7919586.363594885,40.2,0,1,1
C002749,고가치-Lost Causes,0.0,0.000614,-0.000277,128497599.27536736,99.5,1,1,0
C002750,고가치-Sure Things,0.01,0.000818,0.000202,23299313.9492139,83.1,1,0,0
C002751,신규고객,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C002752,저가치-Lost Causes,0.0,0.002965,-0.006387,0.0,11.7,0,1,0
C002753,신규고객,0.0,0.000639,-0.000253,135545114.4990445,99.9,1,0,0
C002754,신규고객,0.0,0.000519,-1.6e-05,9513089.959631262,48.8,0,1,0
C002755,저가치-Lost Causes,0.0,0.005634,-0.755121,0.0,11.7,0,1,1
C002756,신규고객,0.0,0.00246,-0.002252,8957750.220344916,45.9,0,0,0
C002757,저가치-Lost Causes,0.0,0.00034,-0.000636,0.0,11.7,0,0,0
C002758,저가치-Lost Causes,0.0,0.000778,0.00014,10499804.632916834,53.9,0,1,0
C002759,저가치-Lost Causes,0.0,0.658244,-0.286347,15805552.19778905,69.8,0,1,1
C002760,저가치-Lost Causes,0.0,0.000766,-0.007224,10079513.472548189,51.8,0,0,0
C002761,저가치-Lost Causes,0.0,0.000536,-3.4e-05,13292721.662246002,64.2,0,0,0
C002762,신규고객,0.06,0.00546,0.002414,18901238.420858584,75.8,0,1,0
C002763,저가치-Lost Causes,0.0,0.00705,-0.041168,12987414.496723128,63.1,0,0,0
C002764,신규고객,0.0,0.000688,-6e-06,103826714.15123618,95.1,1,0,0
C002765,신규고객,0.01,0.00138,0.00085,6848620.975187473,34.7,0,1,0
C002766,저가치-Lost Causes,0.0,0.998343,0.000322,0.0,11.7,0,0,1
C002767,저가치-Lost Causes,0.16,0.008872,0.007677,14623798.554706613,67.4,0,1,0
C002768,저가치-Lost Causes,0.0,0.001116,-0.001441,8460419.703232495,43.3,0,0,0
C002769,저가치-Lost Causes,0.07,0.984173,0.007867,6677647.4787118295,33.7,0,0,1
C002770,저가치-Lost Causes,0.0,0.001474,-0.003221,17951588.96062652,74.1,0,1,0
C002771,신규고객,0.0,0.998081,0.004938,0.0,11.7,0,1,1
C002772,저가치-Lost Causes,0.0,0.000715,-0.000575,7317008.2775916625,37.1,0,1,0
C002773,신규고객,0.09,0.001437,0.000783,80310801.12075537,91.1,1,0,0
C002774,저가치-Lost Causes,0.0,0.000756,-0.000908,0.0,11.7,0,0,0
C002775,저가치-Lost Causes,0.0,0.0009,-0.005091,0.0,11.7,0,1,0
C002776,저가치-Lost Causes,0.0,0.000562,3.2e-05,13367251.242441364,64.4,0,0,0
C002777,신규고객,0.02,0.002113,0.001445,8211097.629603915,41.9,0,1,0
C002778,신규고객,0.05,0.00492,0.001588,23441513.786493797,83.2,1,1,0
C002779,고가치-Sure Things,0.0,0.000705,9.1e-05,30395702.73642092,89.4,1,1,0
C002780,저가치-Lost Causes,0.0,0.000643,-6.9e-05,14693673.42211669,67.6,0,0,0
C002781,저가치-Lost Causes,0.0,0.000729,-5.3e-05,16859980.534114126,71.8,0,1,0
C002782,신규고객,0.0,0.000719,-7.7e-05,12486232.983874325,61.6,0,0,0
C002783,저가치-Lost Causes,0.0,0.001075,0.000253,8924806.536781115,45.6,0,1,0
C002784,신규고객,17.03,0.822699,0.617374,19964340.69441976,77.5,0,1,0
C002785,신규고객,0.0,0.000712,-0.000206,4682745.065342678,27.5,0,1,0
C002786,신규고객,0.0,0.000505,-4.9e-05,18331850.88377915,74.8,0,0,0
C002787,저가치-Lost Causes,0.0,0.000633,-0.000104,15424054.245216765,69.1,0,1,0
C002788,저가치-Lost Causes,0.0,0.000864,0.000239,9483442.21750196,48.6,0,0,0
C002789,저가치-Lost Causes,0.0,0.9977,0.000642,0.0,11.7,0,1,1
C002790,저가치-Lost Causes,0.0,0.001061,-0.007251,11266724.7522932,57.1,0,0,0
C002791,고가치-Lost Causes,0.0,0.000727,-0.000168,100662058.21467908,94.3,1,1,0
C002792,저가치-Lost Causes,0.0,0.003854,-0.736988,4183739.704798796,26.7,0,1,1
C002793,저가치-Lost Causes,0.0,0.008937,-0.42879,0.0,11.7,0,0,0
C002794,저가치-Lost Causes,0.0,0.004159,-0.000359,0.0,11.7,0,1,0
C002795,저가치-Lost Causes,0.0,0.000544,-0.00058,12242393.20427702,60.6,0,0,0
C002796,저가치-Lost Causes,0.0,0.949833,0.002527,0.0,11.7,0,0,1
C002797,신규고객,0.0,0.001155,0.000102,8843214.637083149,45.3,0,1,0
C002798,저가치-Lost Causes,0.01,0.000869,0.000322,15824901.993885366,69.8,0,1,0
C002799,신규고객,0.0,0.016857,-0.028334,4122504.423062864,26.6,0,1,0
C002800,저가치-Lost Causes,0.0,0.00068,0.000133,12398436.69461448,61.3,0,1,0
C002801,저가치-Lost Causes,0.01,0.002191,0.000929,8032688.982933019,40.8,0,1,0
C002802,고가치-Lost Causes,0.0,0.000602,-2.1e-05,100180150.30430315,94.1,1,1,0
C002803,저가치-Lost Causes,0.12,0.00504,0.004188,20758689.24904936,78.9,0,0,0
C002804,신규고객,0.0,0.000831,0.000206,15417957.57810182,69.1,0,0,0
C002805,저가치-Lost Causes,0.0,0.000607,8e-06,19805843.273787305,77.2,0,1,0
C002806,신규고객,0.0,0.000802,-0.000992,0.0,11.7,0,1,0
C002807,신규고객,0.0,0.790894,0.721839,0.0,11.7,0,0,1
C002808,고가치-Sure Things,1.03,0.030503,0.026752,27879523.15496463,88.0,1,0,0
C002809,고가치-Sure Things,0.01,0.000825,0.000219,25755106.686818123,86.1,1,0,0
C002810,신규고객,0.0,0.000727,-0.000168,118258249.31966682,98.2,1,1,0
C002811,신규고객,0.07,0.007729,0.00696,7188546.798935271,36.4,0,1,0
C002812,저가치-Lost Causes,0.0,0.00064,-0.000879,10544333.924079416,54.2,0,0,0
C002813,신규고객,0.0,0.000614,-9.4e-05,121392507.50191164,98.8,1,0,0
C002814,고가치-Lost Causes,0.0,0.000614,-9e-06,93889708.81654006,93.1,1,0,0
C002815,저가치-Lost Causes,0.0,0.000551,-1.6e-05,10079529.897871325,51.9,0,0,0
C002816,신규고객,0.02,0.001106,0.000507,22297446.11022029,81.4,1,1,0
C002817,신규고객,0.0,0.994805,-0.001459,0.0,11.7,0,1,1
C002818,저가치-Lost Causes,0.0,0.001661,-0.005069,8073914.224763078,41.0,0,1,0
C002819,신규고객,0.0,0.00072,0.000152,10894707.882345209,55.7,0,0,0
C002820,고가치-Sure Things,0.01,0.000807,0.00017,30386977.991051078,89.4,1,1,0
C002821,신규고객,0.23,0.95237,0.02117,7693306.956020114,39.1,0,0,1
C002822,고가치-Lost Causes,0.0,0.000614,-0.000172,119174956.00347504,98.5,1,0,0
C002823,저가치-Lost Causes,0.0,0.997934,-4e-06,0.0,11.7,0,0,1
C002824,저가치-Lost Causes,0.0,0.007357,-0.004271,10330018.499678712,53.1,0,0,0
C002825,저가치-Lost Causes,0.0,0.998216,0.000457,0.0,11.7,0,0,1
C002826,저가치-Lost Causes,0.0,0.000391,-0.000458,8698059.492302166,44.5,0,0,0
C002827,신규고객,0.0,0.000724,0.000141,24869235.313971013,85.1,1,0,0
C002828,저가치-Lost Causes,0.0,0.998527,-8.2e-05,0.0,11.7,0,1,1
C002829,신규고객,0.0,0.997504,-0.000423,0.0,11.7,0,0,1
C002830,저가치-Lost Causes,0.01,0.001055,0.000485,20431658.93644344,78.4,0,0,0
C002831,신규고객,0.0,0.000672,-0.000324,10706270.188913116,55.0,0,0,0
C002832,저가치-Lost Causes,0.0,0.000788,-0.00045,7800086.47455319,39.5,0,0,0
C002833,신규고객,0.0,0.031208,-0.768042,0.0,11.7,0,1,1
C002834,저가치-Lost Causes,0.26,0.017058,0.012853,14592008.960304637,67.3,0,1,0
C002835,신규고객,0.0,0.000611,-0.000518,9304296.58276054,47.7,0,1,0
C002836,저가치-Lost Causes,0.0,0.000725,0.000178,12912756.612878188,62.8,0,0,0
C002837,고가치-Sure Things,0.03,0.001501,0.000931,23961993.92694466,84.0,1,0,0
C002838,신규고객,0.0,0.000286,-0.000541,8100924.757072736,41.3,0,1,0
C002839,신규고객,0.0,0.821312,-0.169931,69508632.28290793,90.6,1,1,1
C002840,신규고객,0.0,0.000509,-0.000312,2768839.689897824,25.0,0,0,0
C002841,저가치-Lost Causes,0.0,0.00108,-0.000239,5365916.967657788,29.1,0,1,0
C002842,저가치-Lost Causes,0.0,0.000622,-0.001094,8289492.950531346,42.3,0,0,0
