customer_id,uplift_score,uplift_t_learner,uplift_x_learner,churn_prob_control,segment,is_treatment,churned
C002469,-0.001716,-0.001716,-0.079175,0.021026,Sleeping Dogs,0,0
C002470,-0.002106,-0.002106,0.060901,0.000485,Sleeping Dogs,1,0
C002471,-0.04165,-0.04165,-0.017595,0.00374,Sleeping Dogs,0,0
C002472,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C002473,0.000562,0.000562,-0.070134,0.001606,Sure Things,0,0
C002474,-7.5e-05,-7.5e-05,0.3364,0.00112,Sleeping Dogs,1,0
C002475,0.001597,0.001597,0.180633,0.002241,Sure Things,0,0
C002476,0.000218,0.000218,-0.239237,0.000821,Sure Things,0,0
C002477,-9.8e-05,-9.8e-05,-0.234906,0.000443,Sleeping Dogs,0,0
C002478,-0.001766,-0.001766,0.271273,0.001515,Sleeping Dogs,0,0
C002479,6.5e-05,6.5e-05,-0.08567,0.000661,Sure Things,0,0
C002480,-1.6e-05,-1.6e-05,-0.133862,0.000522,Sleeping Dogs,1,0
C002481,-0.020936,-0.020936,-0.113793,0.083551,Sleeping Dogs,0,0
C002482,0.060262,0.060262,0.391102,0.060873,Sure Things,1,0
C002483,-0.000267,-0.000267,0.270271,0.000528,Sleeping Dogs,1,0
C002484,-0.000408,-0.000408,0.069781,0.993857,Sleeping Dogs,0,1
C002485,-0.013887,-0.013887,-0.187936,0.009897,Sleeping Dogs,0,0
C002486,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C002487,-0.004,-0.004,-0.02408,0.000442,Sleeping Dogs,1,0
C002488,0.000338,0.000338,0.027776,0.000896,Sure Things,0,0
C002489,0.002599,0.002599,0.093834,0.003708,Sure Things,1,0
C002490,-0.602695,-0.602695,0.181434,0.380463,Sleeping Dogs,1,1
C002491,0.009891,0.009891,0.39405,0.014767,Sure Things,1,0
C002492,-0.000187,-0.000187,-0.060982,0.000603,Sleeping Dogs,0,0
C002493,-0.000238,-0.000238,-0.156299,0.000579,Sleeping Dogs,0,0
C002494,-0.000144,-0.000144,-0.027492,0.0005,Sleeping Dogs,1,0
C002495,0.000172,0.000172,-0.0417,0.998164,Lost Causes,0,1
C002496,0.003302,0.003302,-0.053185,0.985802,Lost Causes,1,1
C002497,9.5e-05,9.5e-05,0.091278,0.0014,Sure Things,1,0
C002498,-0.66862,-0.66862,0.127955,0.005519,Sleeping Dogs,0,0
C002499,-0.616337,-0.616337,0.011416,0.367692,Sleeping Dogs,1,1
C002500,-0.000248,-0.000248,-0.295867,0.000648,Sleeping Dogs,1,0
C002501,0.000261,0.000261,-0.144652,0.000829,Sure Things,1,0
C002502,-0.000764,-0.000764,-0.237924,0.997532,Sleeping Dogs,1,1
C002503,-0.012391,-0.012391,0.14095,0.001476,Sleeping Dogs,1,0
C002504,0.000204,0.000204,0.063092,0.000785,Sure Things,1,0
C002505,0.001171,0.001171,-0.174389,0.001819,Sure Things,0,0
C002506,6.3e-05,6.3e-05,0.237902,0.998343,Lost Causes,0,1
C002507,-0.000379,-0.000379,0.20684,0.000264,Sleeping Dogs,1,0
C002508,0.015169,0.015169,-0.181042,0.018336,Sure Things,0,0
C002509,-0.000112,-0.000112,0.297273,0.000702,Sleeping Dogs,1,0
C002510,0.015032,0.015032,0.302984,0.015827,Sure Things,1,0
C002511,-0.000466,-0.000466,-0.07979,0.001355,Sleeping Dogs,0,0
C002512,0.00034,0.00034,-0.018783,0.001002,Sure Things,0,0
C002513,-5.8e-05,-5.8e-05,0.170897,0.000727,Sleeping Dogs,1,0
C002514,0.000152,0.000152,-0.363749,0.000823,Sure Things,0,0
C002515,0.000213,0.000213,0.246897,0.99865,Lost Causes,0,1
C002516,-8e-06,-8e-06,0.299172,0.000617,Sleeping Dogs,0,0
C002517,0.000664,0.000664,0.028158,0.001308,Sure Things,1,0
C002518,0.000113,0.000113,0.055714,0.000724,Sure Things,1,0
C002519,0.000897,0.000897,-0.055203,0.001468,Sure Things,0,0
C002520,0.000302,0.000302,0.122806,0.000916,Sure Things,0,0
C002521,-0.0004,-0.0004,0.082772,0.000618,Sleeping Dogs,1,0
C002522,-0.770766,-0.770766,0.088583,0.001298,Sleeping Dogs,1,1
C002523,-0.036964,-0.036964,0.219896,0.010508,Sleeping Dogs,1,0
C002524,-0.000209,-0.000209,0.222278,0.000504,Sleeping Dogs,1,0
C002525,0.003178,0.003178,-0.008584,0.00396,Sure Things,1,0
C002526,4.3e-05,4.3e-05,0.16543,0.000609,Sure Things,0,0
C002527,-0.000173,-0.000173,-0.226211,0.000346,Sleeping Dogs,0,0
C002528,-0.166842,-0.166842,0.168491,0.028152,Sleeping Dogs,1,0
C002529,0.028392,0.028392,0.109358,0.034004,Sure Things,1,0
C002530,0.001242,0.001242,0.130005,0.983434,Lost Causes,1,1
C002531,-0.000608,-0.000608,-0.310464,0.000611,Sleeping Dogs,0,0
C002532,0.000329,0.000329,-0.250435,0.001065,Sure Things,0,0
C002533,-0.000164,-0.000164,0.140436,0.000727,Sleeping Dogs,0,0
C002534,0.000819,0.000819,-0.277719,0.002711,Sure Things,0,0
C002535,0.000253,0.000253,-0.177828,0.000968,Sure Things,0,0
C002536,-0.000141,-0.000141,0.185504,0.000429,Sleeping Dogs,1,0
C002537,-0.000849,-0.000849,0.075712,0.000992,Sleeping Dogs,1,0
C002538,0.000677,0.000677,-0.200569,0.001287,Sure Things,0,0
C002539,-2.5e-05,-2.5e-05,-0.14991,0.00077,Sleeping Dogs,0,0
C002540,-0.003666,-0.003666,-0.188493,0.013137,Sleeping Dogs,1,0
C002541,0.001776,0.001776,0.306933,0.002677,Sure Things,1,0
C002542,-0.000721,-0.000721,-0.237455,0.000464,Sleeping Dogs,0,0
C002543,0.000781,0.000781,-0.068512,0.001999,Sure Things,0,0
C002544,0.000207,0.000207,0.104683,0.998343,Lost Causes,1,1
C002545,0.004995,0.004995,-0.289319,0.007609,Sure Things,0,0
C002546,-0.01859,-0.01859,-0.203522,0.003746,Sleeping Dogs,1,0
C002547,0.000132,0.000132,-0.236648,0.000728,Sure Things,0,0
C002548,8.9e-05,8.9e-05,0.36739,0.001153,Sure Things,1,0
C002549,0.000207,0.000207,-0.046468,0.000822,Sure Things,1,0
C002550,-0.000375,-0.000375,-0.305689,0.997699,Sleeping Dogs,1,1
C002551,-0.000652,-0.000652,0.22653,0.000452,Sleeping Dogs,1,0
C002552,-0.00014,-0.00014,-0.04553,0.00076,Sleeping Dogs,1,0
C002553,-0.001418,-0.001418,0.069672,0.00093,Sleeping Dogs,1,0
C002554,-0.003966,-0.003966,0.118246,0.003539,Sleeping Dogs,0,0
C002555,0.001619,0.001619,-0.019404,0.003539,Sure Things,1,0
C002556,-0.000212,-0.000212,-0.091843,0.003434,Sleeping Dogs,1,0
C002557,7.6e-05,7.6e-05,-0.204968,0.000656,Sure Things,0,0
C002558,-0.000465,-0.000465,-0.131512,0.001439,Sleeping Dogs,1,0
C002559,-6.2e-05,-6.2e-05,-0.004331,0.000727,Sleeping Dogs,1,0
C002560,0.012584,0.012584,-0.041234,0.980326,Lost Causes,1,1
C002561,-0.005576,-0.005576,0.01393,0.001919,Sleeping Dogs,0,0
C002562,-0.000817,-0.000817,0.161712,0.000488,Sleeping Dogs,1,0
C002563,0.000991,0.000991,-0.190081,0.998091,Lost Causes,1,1
C002564,-0.000306,-0.000306,0.011312,0.000576,Sleeping Dogs,1,0
C002565,-0.000202,-0.000202,0.074914,0.000638,Sleeping Dogs,0,0
C002566,0.000631,0.000631,-0.224425,0.001254,Sure Things,0,0
C002567,-0.000117,-0.000117,-0.125988,0.000727,Sleeping Dogs,1,0
C002568,0.000181,0.000181,0.057,0.000727,Sure Things,1,0
C002569,-0.005526,-0.005526,0.104442,0.001007,Sleeping Dogs,1,0
C002570,-0.003486,-0.003486,-0.386626,0.001593,Sleeping Dogs,1,0
C002571,-0.000202,-0.000202,-0.365561,0.000797,Sleeping Dogs,0,0
C002572,-7.4e-05,-7.4e-05,-0.115051,0.000507,Sleeping Dogs,1,0
C002573,-0.000206,-0.000206,-0.176024,0.998025,Sleeping Dogs,1,1
C002574,-0.083904,-0.083904,0.171238,0.06391,Sleeping Dogs,1,0
C002575,-0.000484,-0.000484,0.018715,0.000767,Sleeping Dogs,1,0
C002576,-0.185289,-0.185289,0.135607,0.027356,Sleeping Dogs,0,0
C002577,-0.000128,-0.000128,0.09957,0.000615,Sleeping Dogs,1,0
C002578,0.00198,0.00198,0.101557,0.003423,Sure Things,0,0
C002579,-0.004604,-0.004604,-0.037974,0.001384,Sleeping Dogs,0,0
C002580,-0.000103,-0.000103,-0.172127,0.00052,Sleeping Dogs,1,0
C002581,-0.000231,-0.000231,-0.110226,0.000238,Sleeping Dogs,0,0
C002582,-0.000127,-0.000127,0.434666,0.000614,Sleeping Dogs,0,0
C002583,0.000257,0.000257,0.396311,0.000936,Sure Things,1,0
C002584,-5.1e-05,-5.1e-05,0.371536,0.000614,Sleeping Dogs,1,0
C002585,-0.006483,-0.006483,-0.216436,0.001651,Sleeping Dogs,0,0
C002586,-0.000215,-0.000215,-0.233763,0.00088,Sleeping Dogs,0,0
C002587,2.2e-05,2.2e-05,-0.110763,0.000592,Sure Things,0,0
C002588,0.012567,0.012567,0.351395,0.014169,Sure Things,1,0
C002589,-0.00021,-0.00021,0.096241,0.000606,Sleeping Dogs,1,0
C002590,-0.41287,-0.41287,0.017046,0.014084,Sleeping Dogs,0,0
C002591,0.002616,0.002616,0.173875,0.003933,Sure Things,1,0
C002592,0.000393,0.000393,0.229487,0.001343,Sure Things,1,0
C002593,0.000709,0.000709,-0.143531,0.001324,Sure Things,0,0
C002594,0.030805,0.030805,-0.102414,0.041709,Sure Things,0,0
C002595,-0.000214,-0.000214,0.301428,0.000418,Sleeping Dogs,1,0
C002596,-7.4e-05,-7.4e-05,-0.300018,0.000549,Sleeping Dogs,1,0
C002597,-0.000631,-0.000631,0.308786,0.000725,Sleeping Dogs,0,0
C002598,0.000131,0.000131,-0.01192,0.000688,Sure Things,1,0
C002599,0.001014,0.001014,0.088855,0.002158,Sure Things,1,0
C002600,-0.001731,-0.001731,-0.021343,0.000636,Sleeping Dogs,0,0
C002601,0.002108,0.002108,-0.193553,0.002689,Sure Things,0,0
C002602,-0.000263,-0.000263,-0.220722,0.00425,Sleeping Dogs,0,0
C002603,-0.089257,-0.089257,0.174647,0.029723,Sleeping Dogs,0,0
C002604,-4.2e-05,-4.2e-05,-0.27407,0.000581,Sleeping Dogs,0,0
C002605,-0.006145,-0.006145,0.044932,0.017062,Sleeping Dogs,1,0
C002606,-0.000218,-0.000218,0.033552,0.000418,Sleeping Dogs,0,0
C002607,0.00073,0.00073,-0.081245,0.0013,Sure Things,0,0
C002608,7.5e-05,7.5e-05,0.056079,0.000624,Sure Things,1,0
C002609,0.029348,0.029348,0.367961,0.030757,Sure Things,1,0
C002610,9.3e-05,9.3e-05,-0.086651,0.001218,Sure Things,0,0
C002611,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C002612,-0.000101,-0.000101,-0.106921,0.000716,Sleeping Dogs,0,0
C002613,0.000321,0.000321,0.021459,0.998227,Lost Causes,0,1
C002614,-0.000634,-0.000634,-0.265582,0.000391,Sleeping Dogs,0,0
C002615,-0.000342,-0.000342,0.268627,0.000711,Sleeping Dogs,1,0
C002616,0.000353,0.000353,-0.025723,0.000952,Sure Things,0,0
C002617,0.000146,0.000146,-0.225495,0.001447,Sure Things,0,0
C002618,-0.000272,-0.000272,0.002895,0.000428,Sleeping Dogs,0,0
C002619,0.002655,0.002655,0.031493,0.94836,Lost Causes,1,1
C002620,-0.089205,-0.089205,0.160796,0.01961,Sleeping Dogs,1,0
C002621,-0.000323,-0.000323,-0.044818,0.000269,Sleeping Dogs,0,0
C002622,5.2e-05,5.2e-05,0.163356,0.000667,Sure Things,0,0
C002623,0.000203,0.000203,0.294173,0.000798,Sure Things,1,0
C002624,-0.003398,-0.003398,-0.02241,0.005891,Sleeping Dogs,0,0
C002625,-0.000307,-0.000307,0.181205,0.000699,Sleeping Dogs,1,0
C002626,0.000397,0.000397,-0.172585,0.000944,Sure Things,0,0
C002627,-0.00063,-0.00063,0.02006,0.000208,Sleeping Dogs,1,0
C002628,0.028641,0.028641,0.401681,0.030778,Sure Things,1,0
C002629,2.8e-05,2.8e-05,0.190973,0.000707,Sure Things,1,0
C002630,6.3e-05,6.3e-05,0.253488,0.000727,Sure Things,1,0
C002631,-0.000446,-0.000446,0.116719,0.00036,Sleeping Dogs,1,0
C002632,0.00014,0.00014,-0.239842,0.000763,Sure Things,0,0
C002633,0.001428,0.001428,0.189929,0.002109,Sure Things,1,0
C002634,-0.001711,-0.001711,-0.284245,0.00485,Sleeping Dogs,0,0
C002635,-0.000462,-0.000462,-0.050364,0.000315,Sleeping Dogs,1,0
C002636,-0.000254,-0.000254,0.12442,0.988406,Sleeping Dogs,0,1
C002637,0.000325,0.000325,0.005495,0.000928,Sure Things,1,0
C002638,-6.1e-05,-6.1e-05,0.016676,0.000909,Sleeping Dogs,1,0
C002639,0.000485,0.000485,-0.250452,0.001182,Sure Things,1,0
C002640,0.001394,0.001394,-0.087779,0.998401,Lost Causes,1,1
C002641,-0.002504,-0.002504,-0.042408,0.000252,Sleeping Dogs,0,0
C002642,5.4e-05,5.4e-05,-0.158987,0.000621,Sure Things,0,0
C002643,-0.002387,-0.002387,-0.097273,0.001378,Sleeping Dogs,0,0
C002644,0.01626,0.01626,-0.04851,0.023082,Sure Things,1,0
C002645,6.3e-05,6.3e-05,0.237902,0.998343,Lost Causes,0,1
C002646,0.000624,0.000624,0.087905,0.997878,Lost Causes,0,1
C002647,0.001346,0.001346,0.003356,0.99824,Lost Causes,1,1
C002648,-0.000144,-0.000144,-0.10397,0.00077,Sleeping Dogs,0,0
C002649,0.000135,0.000135,-0.121807,0.001138,Sure Things,0,0
C002650,-0.000148,-0.000148,-0.341679,0.000422,Sleeping Dogs,0,0
C002651,-0.063077,-0.063077,0.134794,0.924373,Sleeping Dogs,1,1
C002652,0.000696,0.000696,-0.276877,0.001565,Sure Things,0,0
C002653,-0.001633,-0.001633,0.036578,0.000813,Sleeping Dogs,1,0
C002654,0.005248,0.005248,0.401236,0.00972,Sure Things,0,0
C002655,0.000249,0.000249,-0.164598,0.000816,Sure Things,0,0
C002656,-0.000195,-0.000195,0.088437,0.000661,Sleeping Dogs,1,0
C002657,0.000692,0.000692,0.231999,0.0012,Sure Things,1,0
C002658,-0.000707,-0.000707,-0.342768,0.000678,Sleeping Dogs,0,0
C002659,-0.009442,-0.009442,-0.044425,0.004867,Sleeping Dogs,1,0
C002660,-0.00063,-0.00063,-0.16631,0.000877,Sleeping Dogs,0,0
C002661,-0.190878,-0.190878,0.247085,0.005671,Sleeping Dogs,0,0
C002662,0.000988,0.000988,0.28027,0.00205,Sure Things,1,0
C002663,0.00013,0.00013,-0.057519,0.000767,Sure Things,0,0
C002664,-0.000275,-0.000275,0.248755,0.000667,Sleeping Dogs,1,0
C002665,-0.010243,-0.010243,0.275608,0.002485,Sleeping Dogs,1,0
C002666,-0.005225,-0.005225,0.086478,0.000593,Sleeping Dogs,1,0
C002667,-7e-05,-7e-05,0.174781,0.000614,Sleeping Dogs,1,0
C002668,0.000844,0.000844,-0.147265,0.002575,Sure Things,0,0
C002669,-0.114943,-0.114943,0.158829,0.065607,Sleeping Dogs,0,0
C002670,0.000595,0.000595,0.212187,0.005096,Sure Things,0,0
C002671,-0.003823,-0.003823,0.436994,0.000779,Sleeping Dogs,1,0
C002672,-0.002422,-0.002422,0.380592,0.000814,Sleeping Dogs,1,0
C002673,0.002252,0.002252,-0.111296,0.003098,Sure Things,0,0
C002674,0.020934,0.020934,0.052005,0.023712,Sure Things,0,0
C002675,-6.4e-05,-6.4e-05,-0.069637,0.001433,Sleeping Dogs,0,0
C002676,0.000554,0.000554,0.021877,0.997954,Lost Causes,1,1
C002677,-0.001473,-0.001473,0.134282,0.001924,Sleeping Dogs,1,0
C002678,-0.00083,-0.00083,0.140539,0.001568,Sleeping Dogs,1,0
C002679,-0.000374,-0.000374,0.001006,0.000504,Sleeping Dogs,0,0
C002680,-0.885243,-0.885243,0.236128,0.041016,Sleeping Dogs,0,0
C002681,0.000396,0.000396,0.087307,0.000992,Sure Things,1,0
C002682,-8.6e-05,-8.6e-05,0.032091,0.00482,Sleeping Dogs,0,0
C002683,-0.000107,-0.000107,-0.181173,0.000684,Sleeping Dogs,0,0
C002684,0.000273,0.000273,0.208983,0.00091,Sure Things,0,0
C002685,-0.000971,-0.000971,0.178037,0.002693,Sleeping Dogs,1,0
C002686,9.7e-05,9.7e-05,-0.004133,0.00117,Sure Things,1,0
C002687,0.000207,0.000207,0.104683,0.998343,Lost Causes,0,1
C002688,0.000187,0.000187,0.252993,0.997696,Lost Causes,0,1
C002689,0.00169,0.00169,0.140744,0.003845,Sure Things,1,0
C002690,-4e-06,-4e-06,-0.209751,0.000525,Sleeping Dogs,0,0
C002691,0.002584,0.002584,0.334699,0.003835,Sure Things,1,0
C002692,-0.096626,-0.096626,0.080982,0.812584,Sleeping Dogs,0,1
C002693,-0.000561,-0.000561,0.211239,0.000753,Sleeping Dogs,1,0
C002694,0.000146,0.000146,0.080321,0.000829,Sure Things,1,0
C002695,0.000417,0.000417,-0.321803,0.001053,Sure Things,1,0
C002696,-0.006445,-0.006445,-0.178954,0.000855,Sleeping Dogs,0,0
C002697,5.9e-05,5.9e-05,0.164304,0.000727,Sure Things,0,0
C002698,-0.000258,-0.000258,-0.210338,0.000716,Sleeping Dogs,0,0
C002699,-0.017796,-0.017796,-0.071837,0.00252,Sleeping Dogs,0,0
C002700,0.000248,0.000248,0.078005,0.000783,Sure Things,1,0
C002701,0.000207,0.000207,0.104683,0.998343,Lost Causes,0,1
C002702,-0.004174,-0.004174,-0.00349,0.004032,Sleeping Dogs,1,0
C002703,-0.006987,-0.006987,0.046676,0.001066,Sleeping Dogs,1,0
C002704,0.008762,0.008762,-0.016682,0.041818,Sure Things,0,0
C002705,0.000929,0.000929,-0.217863,0.001709,Sure Things,0,0
C002706,-0.003809,-0.003809,-0.224582,0.013201,Sleeping Dogs,0,0
C002707,0.001732,0.001732,0.382833,0.002331,Sure Things,1,0
C002708,-0.003487,-0.003487,0.041076,0.00218,Sleeping Dogs,1,0
C002709,-0.000105,-0.000105,-0.338305,0.000576,Sleeping Dogs,0,0
C002710,-5.2e-05,-5.2e-05,0.064022,0.000925,Sleeping Dogs,1,0
C002711,-0.004942,-0.004942,0.018397,0.990721,Sleeping Dogs,1,1
C002712,7.9e-05,7.9e-05,-0.321761,0.000716,Sure Things,1,0
C002713,-0.514229,-0.514229,0.118383,0.476936,Sleeping Dogs,1,1
C002714,-0.108325,-0.108325,-0.008702,0.023361,Sleeping Dogs,0,0
C002715,-5.1e-05,-5.1e-05,0.082579,0.000594,Sleeping Dogs,0,0
C002716,0.001913,0.001913,-0.100103,0.003241,Sure Things,1,0
C002717,-0.026209,-0.026209,0.171906,0.007038,Sleeping Dogs,1,0
C002718,-7.3e-05,-7.3e-05,0.310463,0.000592,Sleeping Dogs,0,0
C002719,-0.0085,-0.0085,0.161325,0.00342,Sleeping Dogs,0,0
C002720,0.000201,0.000201,-0.016916,0.000813,Sure Things,0,0
C002721,0.000213,0.000213,0.244789,0.99865,Lost Causes,0,1
C002722,-0.0005,-0.0005,0.023305,0.997521,Sleeping Dogs,1,1
C002723,-0.000349,-0.000349,0.249435,0.000511,Sleeping Dogs,1,0
C002724,-0.000521,-0.000521,-0.348732,0.000453,Sleeping Dogs,0,0
C002725,0.000213,0.000213,0.096399,0.99865,Lost Causes,0,1
C002726,0.004708,0.004708,-0.026551,0.016723,Sure Things,0,0
C002727,0.000438,0.000438,-0.08939,0.001063,Sure Things,0,0
C002728,0.004172,0.004172,0.333635,0.006839,Sure Things,1,0
C002729,-0.000271,-0.000271,-0.167255,0.9977,Sleeping Dogs,1,1
C002730,-9e-06,-9e-06,-0.179856,0.000614,Sleeping Dogs,1,0
C002731,0.000196,0.000196,0.181263,0.000919,Sure Things,0,0
C002732,0.000138,0.000138,-0.263941,0.000767,Sure Things,0,0
C002733,-0.000523,-0.000523,0.103963,0.000598,Sleeping Dogs,1,0
C002734,0.000336,0.000336,-0.183604,0.000935,Sure Things,1,0
C002735,0.001446,0.001446,-0.071509,0.002681,Sure Things,1,0
C002736,6e-06,6e-06,-0.299177,0.000643,Sure Things,0,0
C002737,-7.2e-05,-7.2e-05,0.200244,0.000511,Sleeping Dogs,1,0
C002738,-0.0007,-0.0007,0.0618,0.996893,Sleeping Dogs,1,1
C002739,-0.013474,-0.013474,0.186251,0.007072,Sleeping Dogs,1,0
C002740,6.3e-05,6.3e-05,0.237517,0.000727,Sure Things,1,0
C002741,-0.000514,-0.000514,0.230101,0.000234,Sleeping Dogs,1,0
C002742,0.524893,0.524893,0.25383,0.525463,Persuadables,0,1
C002743,-0.000711,-0.000711,0.002011,0.000945,Sleeping Dogs,1,0
C002744,-0.00102,-0.00102,0.407001,0.000674,Sleeping Dogs,1,0
C002745,-0.000373,-0.000373,0.060782,0.000349,Sleeping Dogs,0,0
C002746,-0.00183,-0.00183,0.063155,0.000768,Sleeping Dogs,0,0
C002747,0.001759,0.001759,-0.264036,0.003096,Sure Things,1,0
C002748,-0.611565,-0.611565,0.338823,0.118697,Sleeping Dogs,1,1
C002749,-0.000277,-0.000277,0.071153,0.000614,Sleeping Dogs,1,0
C002750,0.000202,0.000202,0.171948,0.000818,Sure Things,0,0
C002751,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C002752,-0.006387,-0.006387,0.130712,0.002965,Sleeping Dogs,1,0
C002753,-0.000253,-0.000253,0.419617,0.000639,Sleeping Dogs,0,0
C002754,-1.6e-05,-1.6e-05,0.315357,0.000519,Sleeping Dogs,1,0
C002755,-0.755121,-0.755121,0.136259,0.005634,Sleeping Dogs,1,1
C002756,-0.002252,-0.002252,-0.151778,0.00246,Sleeping Dogs,0,0
C002757,-0.000636,-0.000636,0.125775,0.00034,Sleeping Dogs,0,0
C002758,0.00014,0.00014,0.035505,0.000778,Sure Things,1,0
C002759,-0.286347,-0.286347,-0.080826,0.658244,Sleeping Dogs,1,1
C002760,-0.007224,-0.007224,0.028355,0.000766,Sleeping Dogs,0,0
C002761,-3.4e-05,-3.4e-05,-0.111676,0.000536,Sleeping Dogs,0,0
C002762,0.002414,0.002414,-0.163962,0.00546,Sure Things,1,0
C002763,-0.041168,-0.041168,-0.145156,0.00705,Sleeping Dogs,0,0
C002764,-6e-06,-6e-06,-0.338868,0.000688,Sleeping Dogs,0,0
C002765,0.00085,0.00085,-0.078892,0.00138,Sure Things,1,0
C002766,0.000322,0.000322,0.389689,0.998343,Lost Causes,0,1
C002767,0.007677,0.007677,0.053001,0.008872,Sure Things,1,0
C002768,-0.001441,-0.001441,0.025379,0.001116,Sleeping Dogs,0,0
C002769,0.007867,0.007867,0.150722,0.984173,Lost Causes,0,1
C002770,-0.003221,-0.003221,0.044616,0.001474,Sleeping Dogs,1,0
C002771,0.004938,0.004938,0.01767,0.998081,Lost Causes,1,1
C002772,-0.000575,-0.000575,0.274897,0.000715,Sleeping Dogs,1,0
C002773,0.000783,0.000783,-0.028613,0.001437,Sure Things,0,0
C002774,-0.000908,-0.000908,-0.064277,0.000756,Sleeping Dogs,0,0
C002775,-0.005091,-0.005091,0.186447,0.0009,Sleeping Dogs,1,0
C002776,3.2e-05,3.2e-05,-0.066449,0.000562,Sure Things,0,0
C002777,0.001445,0.001445,-0.024639,0.002113,Sure Things,1,0
C002778,0.001588,0.001588,-0.314111,0.00492,Sure Things,1,0
C002779,9.1e-05,9.1e-05,0.252034,0.000705,Sure Things,1,0
C002780,-6.9e-05,-6.9e-05,-0.301029,0.000643,Sleeping Dogs,0,0
C002781,-5.3e-05,-5.3e-05,-0.02231,0.000729,Sleeping Dogs,1,0
C002782,-7.7e-05,-7.7e-05,-0.05142,0.000719,Sleeping Dogs,0,0
C002783,0.000253,0.000253,-0.150447,0.001075,Sure Things,1,0
C002784,0.617374,0.617374,0.069355,0.822699,Persuadables,1,0
C002785,-0.000206,-0.000206,0.201705,0.000712,Sleeping Dogs,1,0
C002786,-4.9e-05,-4.9e-05,-0.112909,0.000505,Sleeping Dogs,0,0
C002787,-0.000104,-0.000104,-0.142521,0.000633,Sleeping Dogs,1,0
C002788,0.000239,0.000239,0.282379,0.000864,Sure Things,0,0
C002789,0.000642,0.000642,0.068142,0.9977,Lost Causes,1,1
C002790,-0.007251,-0.007251,-0.192014,0.001061,Sleeping Dogs,0,0
C002791,-0.000168,-0.000168,0.016347,0.000727,Sleeping Dogs,1,0
C002792,-0.736988,-0.736988,0.156718,0.003854,Sleeping Dogs,1,1
C002793,-0.42879,-0.42879,0.003866,0.008937,Sleeping Dogs,0,0
C002794,-0.000359,-0.000359,0.134242,0.004159,Sleeping Dogs,1,0
C002795,-0.00058,-0.00058,-0.108307,0.000544,Sleeping Dogs,0,0
C002796,0.002527,0.002527,0.07073,0.949833,Lost Causes,0,1
C002797,0.000102,0.000102,0.292399,0.001155,Sure Things,1,0
C002798,0.000322,0.000322,0.057564,0.000869,Sure Things,1,0
C002799,-0.028334,-0.028334,-0.046835,0.016857,Sleeping Dogs,1,0
C002800,0.000133,0.000133,0.388667,0.00068,Sure Things,1,0
C002801,0.000929,0.000929,0.266197,0.002191,Sure Things,1,0
C002802,-2.1e-05,-2.1e-05,-0.133202,0.000602,Sleeping Dogs,1,0
C002803,0.004188,0.004188,-0.104345,0.00504,Sure Things,0,0
C002804,0.000206,0.000206,-0.137226,0.000831,Sure Things,0,0
C002805,8e-06,8e-06,-0.173405,0.000607,Sure Things,1,0
C002806,-0.000992,-0.000992,-0.11962,0.000802,Sleeping Dogs,1,0
C002807,0.721839,0.721839,0.022836,0.790894,Persuadables,0,1
C002808,0.026752,0.026752,-0.242255,0.030503,Sure Things,0,0
C002809,0.000219,0.000219,0.051839,0.000825,Sure Things,0,0
C002810,-0.000168,-0.000168,-0.191263,0.000727,Sleeping Dogs,1,0
C002811,0.00696,0.00696,0.24246,0.007729,Sure Things,1,0
C002812,-0.000879,-0.000879,-0.035588,0.00064,Sleeping Dogs,0,0
C002813,-9.4e-05,-9.4e-05,0.09906,0.000614,Sleeping Dogs,0,0
C002814,-9e-06,-9e-06,-0.380984,0.000614,Sleeping Dogs,0,0
C002815,-1.6e-05,-1.6e-05,-0.08214,0.000551,Sleeping Dogs,0,0
C002816,0.000507,0.000507,0.037563,0.001106,Sure Things,1,0
C002817,-0.001459,-0.001459,-0.088351,0.994805,Sleeping Dogs,1,1
C002818,-0.005069,-0.005069,0.160831,0.001661,Sleeping Dogs,1,0
C002819,0.000152,0.000152,-0.103657,0.00072,Sure Things,0,0
C002820,0.00017,0.00017,0.148996,0.000807,Sure Things,1,0
C002821,0.02117,0.02117,0.080036,0.95237,Persuadables,0,1
C002822,-0.000172,-0.000172,0.010444,0.000614,Sleeping Dogs,0,0
C002823,-4e-06,-4e-06,0.422202,0.997934,Sleeping Dogs,0,1
C002824,-0.004271,-0.004271,0.013466,0.007357,Sleeping Dogs,0,0
C002825,0.000457,0.000457,-0.065293,0.998216,Lost Causes,0,1
C002826,-0.000458,-0.000458,-0.254075,0.000391,Sleeping Dogs,0,0
C002827,0.000141,0.000141,-0.319848,0.000724,Sure Things,0,0
C002828,-8.2e-05,-8.2e-05,-0.061784,0.998527,Sleeping Dogs,1,1
C002829,-0.000423,-0.000423,0.137201,0.997504,Sleeping Dogs,0,1
C002830,0.000485,0.000485,0.270605,0.001055,Sure Things,0,0
C002831,-0.000324,-0.000324,-0.327792,0.000672,Sleeping Dogs,0,0
